date,region,product_id,inventory_available,inventory_capacity,stockout_hours
2026-03-22,Region D,P013,89,91,0.63
2026-03-22,Region D,P014,106,108,0.0
2026-03-22,Region D,P015,120,122,0.92
2026-03-22,Region D,P016,149,155,0.79
2026-03-22,Region D,P017,111,115,0.3
2026-03-22,Region D,P018,120,126,0.75
2026-03-22,Region D,P019,116,121,1.67
2026-03-22,Region D,P020,130,133,0.19
2026-03-22,Region D,P021,145,155,1.78
2026-03-22,Region D,P022,131,138,1.85
2026-03-22,Region D,P023,97,103,1.36
2026-03-22,Region D,P024,118,125,0.32
2026-03-22,Region D,P025,89,93,1.17
2026-03-22,Region D,P026,110,117,0.77
2026-03-22,Region D,P027,151,157,0.0
2026-03-22,Region D,P028,77,81,1.31
2026-03-22,Region D,P029,120,125,0.82
2026-03-22,Region D,P030,99,106,1.7
2026-03-23,Region A,P001,114,121,0.6
2026-03-23,Region A,P002,107,110,0.78
2026-03-23,Region A,P003,88,94,0.68
2026-03-23,Region A,P004,91,93,1.32
2026-03-23,Region A,P005,75,80,1.7
2026-03-23,Region A,P006,112,116,1.0
2026-03-23,Region A,P007,86,91,0.54
2026-03-23,Region A,P008,131,135,0.67
2026-03-23,Region A,P009,89,95,2.45
2026-03-23,Region A,P010,111,114,0.13
2026-03-23,Region A,P011,105,108,0.47
2026-03-23,Region A,P012,87,91,0.39
2026-03-23,Region A,P013,122,127,0.69
2026-03-23,Region A,P014,121,128,1.36
2026-03-23,Region A,P015,131,134,0.43
2026-03-23,Region A,P016,146,154,0.41
2026-03-23,Region A,P017,128,131,0.99
2026-03-23,Region A,P018,118,124,1.47
2026-03-23,Region A,P019,136,145,2.05
2026-03-23,Region A,P020,129,136,0.7
2026-03-23,Region A,P021,116,120,0.63
2026-03-23,Region A,P022,152,159,1.29
2026-03-23,Region A,P023,124,127,0.78
2026-03-23,Region A,P024,114,120,0.64
2026-03-23,Region A,P025,80,85,0.6
2026-03-23,Region A,P026,101,106,0.91
2026-03-23,Region A,P027,139,141,0.04
2026-03-23,Region A,P028,147,150,0.0
2026-03-23,Region A,P029,99,101,0.1
2026-03-23,Region A,P030,135,139,1.19
2026-03-23,Region B,P001,87,90,0.0
2026-03-23,Region B,P002,134,140,1.12
2026-03-23,Region B,P003,116,124,1.72
2026-03-23,Region B,P004,114,116,0.0
2026-03-23,Region B,P005,105,108,0.0
2026-03-23,Region B,P006,106,112,0.0
2026-03-23,Region B,P007,117,124,1.45
2026-03-23,Region B,P008,131,135,0.94
2026-03-23,Region B,P009,111,113,0.6
2026-03-23,Region B,P010,127,135,1.21
2026-03-23,Region B,P011,90,92,0.6
2026-03-23,Region B,P012,142,147,0.45
2026-03-23,Region B,P013,114,117,0.0
2026-03-23,Region B,P014,149,153,0.87
2026-03-23,Region B,P015,150,156,0.12
2026-03-23,Region B,P016,144,147,0.74
2026-03-23,Region B,P017,107,113,1.35
2026-03-23,Region B,P018,129,137,1.49
2026-03-23,Region B,P019,144,149,0.22
2026-03-23,Region B,P020,104,106,0.38
2026-03-23,Region B,P021,139,147,1.63
2026-03-23,Region B,P022,100,102,0.0
2026-03-23,Region B,P023,115,120,0.0
2026-03-23,Region B,P024,79,83,1.04
2026-03-23,Region B,P025,77,82,0.71
2026-03-23,Region B,P026,95,98,1.28
2026-03-23,Region B,P027,136,139,0.45
2026-03-23,Region B,P028,123,128,0.59
2026-03-23,Region B,P029,130,135,1.22
2026-03-23,Region B,P030,93,99,1.14
2026-03-23,Region C,P001,139,148,1.2
2026-03-23,Region C,P002,134,139,1.6
2026-03-23,Region C,P003,153,159,0.96
2026-03-23,Region C,P004,108,112,0.67
2026-03-23,Region C,P005,87,89,0.18
2026-03-23,Region C,P006,98,102,1.12
2026-03-23,Region C,P007,111,118,1.86
2026-03-23,Region C,P008,129,131,0.0
2026-03-23,Region C,P009,139,142,0.46
2026-03-23,Region C,P010,92,94,0.27
2026-03-23,Region C,P011,124,130,0.14
2026-03-23,Region C,P012,120,127,1.26
2026-03-23,Region C,P013,106,112,1.71
2026-03-23,Region C,P014,147,154,0.99
2026-03-23,Region C,P015,141,150,1.43
2026-03-23,Region C,P016,94,99,0.42
2026-03-23,Region C,P017,107,109,0.0
2026-03-23,Region C,P018,103,105,0.78
2026-03-23,Region C,P019,125,130,0.76
2026-03-23,Region C,P020,143,145,0.65
2026-03-23,Region C,P021,137,145,1.76
2026-03-23,Region C,P022,101,106,1.17
2026-03-23,Region C,P023,90,94,1.58
2026-03-23,Region C,P024,99,106,1.77
2026-03-23,Region C,P025,84,87,1.16
2026-03-23,Region C,P026,118,125,1.76
2026-03-23,Region C,P027,118,125,0.63
2026-03-23,Region C,P028,118,120,0.0
2026-03-23,Region C,P029,146,155,1.98
2026-03-23,Region C,P030,90,93,1.18
2026-03-23,Region D,P001,124,131,0.79
2026-03-23,Region D,P002,110,114,0.98
2026-03-23,Region D,P003,105,107,1.29
2026-03-23,Region D,P004,96,99,0.77
2026-03-23,Region D,P005,150,156,1.2
2026-03-23,Region D,P006,138,146,0.57
2026-03-23,Region D,P007,144,150,1.2
2026-03-23,Region D,P008,79,84,0.11
2026-03-23,Region D,P009,150,154,0.43
2026-03-23,Region D,P010,80,82,0.8
2026-03-23,Region D,P011,133,140,1.66
2026-03-23,Region D,P012,92,98,1.61
2026-03-23,Region D,P013,79,81,0.84
2026-03-23,Region D,P014,144,151,1.17
2026-03-23,Region D,P015,83,89,1.22
2026-03-23,Region D,P016,123,131,0.11
2026-03-23,Region D,P017,109,116,1.45
2026-03-23,Region D,P018,133,138,1.08
2026-03-23,Region D,P019,101,105,0.91
2026-03-23,Region D,P020,102,109,2.28
2026-03-23,Region D,P021,137,140,0.3
2026-03-23,Region D,P022,119,126,1.45
2026-03-23,Region D,P023,142,151,1.36
2026-03-23,Region D,P024,148,156,1.08
2026-03-23,Region D,P025,103,105,0.34
2026-03-23,Region D,P026,150,154,1.05
2026-03-23,Region D,P027,153,158,0.0
2026-03-23,Region D,P028,81,84,0.73
2026-03-23,Region D,P029,130,137,1.21
2026-03-23,Region D,P030,113,115,0.25
2026-03-24,Region A,P001,113,116,0.65
2026-03-24,Region A,P002,98,103,1.66
2026-03-24,Region A,P003,96,101,0.71
2026-03-24,Region A,P004,99,102,0.56
2026-03-24,Region A,P005,88,90,0.0
2026-03-24,Region A,P006,146,151,0.46
2026-03-24,Region A,P007,95,100,1.89
2026-03-24,Region A,P008,120,122,0.0
2026-03-24,Region A,P009,113,116,0.38
2026-03-24,Region A,P010,132,140,1.28
2026-03-24,Region A,P011,115,122,0.86
2026-03-24,Region A,P012,118,125,1.48
2026-03-24,Region A,P013,151,158,0.74
2026-03-24,Region A,P014,86,91,1.45
2026-03-24,Region A,P015,150,156,1.3
2026-03-24,Region A,P016,129,135,0.89
2026-03-24,Region A,P017,94,99,1.33
2026-03-24,Region A,P018,122,126,1.0
2026-03-24,Region A,P019,76,81,2.77
2026-03-24,Region A,P020,100,106,1.15
2026-03-24,Region A,P021,137,144,1.32
2026-03-24,Region A,P022,91,96,0.53
2026-03-24,Region A,P023,97,102,1.48
2026-03-24,Region A,P024,137,142,0.6
2026-03-24,Region A,P025,115,117,0.0
2026-03-24,Region A,P026,84,89,1.5
2026-03-24,Region A,P027,115,121,1.48
2026-03-24,Region A,P028,153,155,0.0
2026-03-24,Region A,P029,131,133,0.12
2026-03-24,Region A,P030,125,130,1.1
2026-03-24,Region B,P001,110,114,0.61
2026-03-24,Region B,P002,75,80,0.77
2026-03-24,Region B,P003,84,88,0.0
2026-03-24,Region B,P004,124,132,1.88
2026-03-24,Region B,P005,103,108,0.45
2026-03-24,Region B,P006,98,104,1.51
2026-03-24,Region B,P007,106,109,0.52
2026-03-24,Region B,P008,139,148,1.75
2026-03-24,Region B,P009,118,121,0.99
2026-03-24,Region B,P010,143,150,0.15
2026-03-24,Region B,P011,104,110,0.73
2026-03-24,Region B,P012,124,126,1.76
2026-03-24,Region B,P013,86,90,0.69
2026-03-24,Region B,P014,93,97,0.88
2026-03-24,Region B,P015,110,113,0.88
2026-03-24,Region B,P016,116,123,1.56
2026-03-24,Region B,P017,131,134,0.91
2026-03-24,Region B,P018,146,151,0.98
2026-03-24,Region B,P019,136,142,0.01
2026-03-24,Region B,P020,147,154,1.75
2026-03-24,Region B,P021,94,99,1.71
2026-03-24,Region B,P022,139,147,1.22
2026-03-24,Region B,P023,81,86,0.8
2026-03-24,Region B,P024,117,125,1.72
2026-03-24,Region B,P025,117,123,0.99
2026-03-24,Region B,P026,149,156,0.2
2026-03-24,Region B,P027,97,102,1.2
2026-03-24,Region B,P028,127,130,0.8
2026-03-24,Region B,P029,110,115,1.71
2026-03-24,Region B,P030,129,132,0.31
2026-03-24,Region C,P001,85,87,0.39
2026-03-24,Region C,P002,109,111,0.0
2026-03-24,Region C,P003,83,86,0.56
2026-03-24,Region C,P004,103,107,1.13
2026-03-24,Region C,P005,95,102,2.0
2026-03-24,Region C,P006,84,87,0.17
2026-03-24,Region C,P007,84,87,1.77
2026-03-24,Region C,P008,135,144,1.24
2026-03-24,Region C,P009,95,99,1.14
2026-03-24,Region C,P010,122,126,0.63
2026-03-24,Region C,P011,78,80,0.11
2026-03-24,Region C,P012,84,87,0.06
2026-03-24,Region C,P013,105,111,1.09
2026-03-24,Region C,P014,79,85,0.63
2026-03-24,Region C,P015,80,85,1.7
2026-03-24,Region C,P016,99,104,0.92
2026-03-24,Region C,P017,141,151,1.94
2026-03-24,Region C,P018,93,99,1.04
2026-03-24,Region C,P019,89,91,0.0
2026-03-24,Region C,P020,78,83,1.89
2026-03-24,Region C,P021,95,100,1.79
2026-03-24,Region C,P022,127,134,1.1
2026-03-24,Region C,P023,105,111,1.55
2026-03-24,Region C,P024,130,133,0.9
2026-03-24,Region C,P025,90,92,1.26
2026-03-24,Region C,P026,87,92,1.74
2026-03-24,Region C,P027,156,159,0.45
2026-03-24,Region C,P028,121,127,1.61
2026-03-24,Region C,P029,151,156,0.91
2026-03-24,Region C,P030,151,159,0.64
2026-03-24,Region D,P001,144,146,0.17
2026-03-24,Region D,P002,101,107,1.97
2026-03-24,Region D,P003,147,155,0.4
2026-03-24,Region D,P004,113,116,0.66
2026-03-24,Region D,P005,87,90,0.64
2026-03-24,Region D,P006,129,136,1.86
2026-03-24,Region D,P007,90,93,0.0
2026-03-24,Region D,P008,139,145,1.3
2026-03-24,Region D,P009,92,94,0.19
2026-03-24,Region D,P010,81,87,1.02
2026-03-24,Region D,P011,76,80,0.74
2026-03-24,Region D,P012,131,135,0.28
2026-03-24,Region D,P013,151,154,0.72
2026-03-24,Region D,P014,134,142,2.41
2026-03-24,Region D,P015,128,130,0.59
2026-03-24,Region D,P016,129,132,0.06
2026-03-24,Region D,P017,81,84,0.8
2026-03-24,Region D,P018,103,108,0.61
2026-03-24,Region D,P019,146,156,0.85
2026-03-24,Region D,P020,142,148,1.43
2026-03-24,Region D,P021,110,114,0.82
2026-03-24,Region D,P022,114,119,0.08
2026-03-24,Region D,P023,141,148,0.53
2026-03-24,Region D,P024,125,130,1.23
2026-03-24,Region D,P025,83,87,0.54
2026-03-24,Region D,P026,96,99,0.42
2026-03-24,Region D,P027,110,112,0.02
2026-03-24,Region D,P028,128,132,0.81
2026-03-24,Region D,P029,93,98,1.0
2026-03-24,Region D,P030,102,106,0.1
2026-03-25,Region A,P001,81,83,0.96
2026-03-25,Region A,P002,93,95,0.0
2026-03-25,Region A,P003,86,88,0.0
2026-03-25,Region A,P004,83,86,0.91
2026-03-25,Region A,P005,83,86,0.39
2026-03-25,Region A,P006,109,112,0.62
2026-03-25,Region A,P007,129,134,1.07
2026-03-25,Region A,P008,135,142,1.74
2026-03-25,Region A,P009,132,140,1.56
2026-03-25,Region A,P010,143,151,0.61
2026-03-25,Region A,P011,149,158,1.7
2026-03-25,Region A,P012,94,98,1.05
2026-03-25,Region A,P013,83,84,0.52
2026-03-25,Region A,P014,121,125,1.15
2026-03-25,Region A,P015,83,88,0.92
2026-03-25,Region A,P016,116,120,0.07
2026-03-25,Region A,P017,95,100,0.75
2026-03-25,Region A,P018,110,113,0.91
2026-03-25,Region A,P019,128,130,0.0
2026-03-25,Region A,P020,145,155,2.18
2026-03-25,Region A,P021,99,105,1.25
2026-03-25,Region A,P022,78,83,1.57
2026-03-25,Region A,P023,129,137,1.31
2026-03-25,Region A,P024,81,86,1.84
2026-03-25,Region A,P025,145,150,0.88
2026-03-25,Region A,P026,138,143,0.61
2026-03-25,Region A,P027,110,116,0.62
2026-03-25,Region A,P028,124,129,1.25
2026-03-25,Region A,P029,90,93,1.79
2026-03-25,Region A,P030,146,148,0.06
2026-03-25,Region B,P001,78,82,0.72
2026-03-25,Region B,P002,130,134,0.33
2026-03-25,Region B,P003,79,84,1.05
2026-03-25,Region B,P004,82,86,0.33
2026-03-25,Region B,P005,128,131,0.21
2026-03-25,Region B,P006,101,107,1.47
2026-03-25,Region B,P007,142,149,1.3
2026-03-25,Region B,P008,109,112,0.75
2026-03-25,Region B,P009,92,96,0.96
2026-03-25,Region B,P010,128,135,0.94
2026-03-25,Region B,P011,97,102,0.71
2026-03-25,Region B,P012,116,118,0.0
2026-03-25,Region B,P013,111,114,0.97
2026-03-25,Region B,P014,145,151,0.31
2026-03-25,Region B,P015,90,92,0.0
2026-03-25,Region B,P016,129,133,0.0
2026-03-25,Region B,P017,97,100,0.69
2026-03-25,Region B,P018,135,144,0.32
2026-03-25,Region B,P019,101,108,1.6
2026-03-25,Region B,P020,116,123,0.76
2026-03-25,Region B,P021,124,127,0.76
2026-03-25,Region B,P022,155,158,0.63
2026-03-25,Region B,P023,131,137,1.6
2026-03-25,Region B,P024,129,135,0.59
2026-03-25,Region B,P025,95,97,0.97
2026-03-25,Region B,P026,91,93,0.17
2026-03-25,Region B,P027,128,136,1.81
2026-03-25,Region B,P028,127,134,1.92
2026-03-25,Region B,P029,101,107,1.61
2026-03-25,Region B,P030,116,121,1.29
2026-03-25,Region C,P001,130,134,0.76
2026-03-25,Region C,P002,91,97,1.3
2026-03-25,Region C,P003,131,134,1.05
2026-03-25,Region C,P004,113,118,1.36
2026-03-25,Region C,P005,90,95,0.6
2026-03-25,Region C,P006,113,115,0.55
2026-03-25,Region C,P007,141,148,0.4
2026-03-25,Region C,P008,126,130,0.07
2026-03-25,Region C,P009,152,156,0.85
2026-03-25,Region C,P010,151,159,2.3
2026-03-25,Region C,P011,135,141,1.35
2026-03-25,Region C,P012,81,85,1.12
2026-03-25,Region C,P013,77,81,0.7
2026-03-25,Region C,P014,101,106,0.08
2026-03-25,Region C,P015,97,100,0.74
2026-03-25,Region C,P016,86,92,2.11
2026-03-25,Region C,P017,97,102,1.29
2026-03-25,Region C,P018,111,117,1.29
2026-03-25,Region C,P019,87,93,1.08
2026-03-25,Region C,P020,86,90,0.88
2026-03-25,Region C,P021,136,144,1.47
2026-03-25,Region C,P022,151,157,1.69
2026-03-25,Region C,P023,100,103,0.76
2026-03-25,Region C,P024,97,99,0.0
2026-03-25,Region C,P025,119,127,1.47
2026-03-25,Region C,P026,120,127,1.19
2026-03-25,Region C,P027,122,128,1.0
2026-03-25,Region C,P028,106,112,1.41
2026-03-25,Region C,P029,120,124,1.08
2026-03-25,Region C,P030,79,81,1.02
2026-03-25,Region D,P001,103,105,0.0
2026-03-25,Region D,P002,123,127,0.37
2026-03-25,Region D,P003,120,122,0.0
2026-03-25,Region D,P004,93,99,1.08
2026-03-25,Region D,P005,91,97,1.33
2026-03-25,Region D,P006,146,151,1.34
2026-03-25,Region D,P007,86,91,1.11
2026-03-25,Region D,P008,88,90,0.0
2026-03-25,Region D,P009,118,123,1.05
2026-03-25,Region D,P010,90,92,0.0
2026-03-25,Region D,P011,94,100,1.4
2026-03-25,Region D,P012,140,147,1.3
2026-03-25,Region D,P013,90,93,0.56
2026-03-25,Region D,P014,94,100,1.6
2026-03-25,Region D,P015,117,123,0.56
2026-03-25,Region D,P016,135,138,0.45
2026-03-25,Region D,P017,106,112,1.31
2026-03-25,Region D,P018,115,120,0.27
2026-03-25,Region D,P019,83,86,0.86
2026-03-25,Region D,P020,91,97,1.23
2026-03-25,Region D,P021,143,146,0.14
2026-03-25,Region D,P022,112,118,1.22
2026-03-25,Region D,P023,84,85,0.0
2026-03-25,Region D,P024,121,123,0.0
2026-03-25,Region D,P025,101,104,0.0
2026-03-25,Region D,P026,135,143,1.03
2026-03-25,Region D,P027,127,132,0.89
2026-03-25,Region D,P028,146,155,0.37
2026-03-25,Region D,P029,84,86,0.12
2026-03-25,Region D,P030,135,140,0.13
2026-03-26,Region A,P001,98,100,0.0
2026-03-26,Region A,P002,82,85,0.66
2026-03-26,Region A,P003,139,142,0.55
2026-03-26,Region A,P004,153,155,0.4
2026-03-26,Region A,P005,128,133,0.91
2026-03-26,Region A,P006,119,121,0.16
2026-03-26,Region A,P007,80,83,1.28
2026-03-26,Region A,P008,125,132,0.79
2026-03-26,Region A,P009,130,137,0.87
2026-03-26,Region A,P010,104,106,0.91
2026-03-26,Region A,P011,116,119,1.03
2026-03-26,Region A,P012,99,105,1.36
2026-03-26,Region A,P013,128,134,1.09
2026-03-26,Region A,P014,92,94,0.61
2026-03-26,Region A,P015,114,118,0.0
2026-03-26,Region A,P016,102,108,1.77
2026-03-26,Region A,P017,138,141,0.84
2026-03-26,Region A,P018,99,105,1.29
2026-03-26,Region A,P019,99,103,1.6
2026-03-26,Region A,P020,103,110,1.31
2026-03-26,Region A,P021,105,107,0.0
2026-03-26,Region A,P022,149,152,0.92
2026-03-26,Region A,P023,80,82,0.7
2026-03-26,Region A,P024,144,149,0.0
2026-03-26,Region A,P025,98,103,1.88
2026-03-26,Region A,P026,90,92,0.44
2026-03-26,Region A,P027,109,112,0.74
2026-03-26,Region A,P028,88,93,0.93
2026-03-26,Region A,P029,112,116,1.73
2026-03-26,Region A,P030,153,157,0.53
2026-03-26,Region B,P001,103,107,1.72
2026-03-26,Region B,P002,101,106,0.93
2026-03-26,Region B,P003,123,125,0.67
2026-03-26,Region B,P004,116,123,0.73
2026-03-26,Region B,P005,135,141,1.28
2026-03-26,Region B,P006,89,95,1.7
2026-03-26,Region B,P007,84,87,1.03
2026-03-26,Region B,P008,124,130,1.62
2026-03-26,Region B,P009,87,89,0.0
2026-03-26,Region B,P010,148,157,2.02
2026-03-26,Region B,P011,81,84,0.26
2026-03-26,Region B,P012,121,127,0.83
2026-03-26,Region B,P013,152,154,0.26
2026-03-26,Region B,P014,127,132,0.59
2026-03-26,Region B,P015,107,110,0.28
2026-03-26,Region B,P016,97,99,0.79
2026-03-26,Region B,P017,103,106,0.0
2026-03-26,Region B,P018,98,101,0.88
2026-03-26,Region B,P019,134,139,1.45
2026-03-26,Region B,P020,103,108,1.42
2026-03-26,Region B,P021,136,141,1.22
2026-03-26,Region B,P022,133,142,1.43
2026-03-26,Region B,P023,121,129,1.34
2026-03-26,Region B,P024,90,94,0.55
2026-03-26,Region B,P025,82,85,0.73
2026-03-26,Region B,P026,100,103,0.87
2026-03-26,Region B,P027,124,130,1.39
2026-03-26,Region B,P028,82,86,0.3
2026-03-26,Region B,P029,147,150,0.36
2026-03-26,Region B,P030,136,142,1.2
2026-03-26,Region C,P001,152,157,1.11
2026-03-26,Region C,P002,118,121,0.0
2026-03-26,Region C,P003,86,88,0.5
2026-03-26,Region C,P004,101,105,0.66
2026-03-26,Region C,P005,147,154,0.91
2026-03-26,Region C,P006,84,90,1.35
2026-03-26,Region C,P007,76,81,1.81
2026-03-26,Region C,P008,90,94,0.91
2026-03-26,Region C,P009,148,150,0.15
2026-03-26,Region C,P010,116,122,1.59
2026-03-26,Region C,P011,130,138,1.95
2026-03-26,Region C,P012,132,138,1.0
2026-03-26,Region C,P013,100,104,1.17
2026-03-26,Region C,P014,85,86,0.0
2026-03-26,Region C,P015,79,84,1.41
2026-03-26,Region C,P016,111,116,0.52
2026-03-26,Region C,P017,107,114,0.68
2026-03-26,Region C,P018,104,109,1.95
2026-03-26,Region C,P019,110,113,0.94
2026-03-26,Region C,P020,116,124,1.49
2026-03-26,Region C,P021,113,115,0.09
2026-03-26,Region C,P022,102,105,0.45
2026-03-26,Region C,P023,137,142,0.94
2026-03-26,Region C,P024,77,82,0.94
2026-03-26,Region C,P025,112,119,0.68
2026-03-26,Region C,P026,96,98,0.0
2026-03-26,Region C,P027,124,127,0.16
2026-03-26,Region C,P028,127,129,0.0
2026-03-26,Region C,P029,94,97,0.89
2026-03-26,Region C,P030,120,124,0.31
2026-03-26,Region D,P001,145,153,1.13
2026-03-26,Region D,P002,88,90,0.92
2026-03-26,Region D,P003,116,120,1.42
2026-03-26,Region D,P004,90,94,0.43
2026-03-26,Region D,P005,142,149,1.25
2026-03-26,Region D,P006,81,83,0.0
2026-03-26,Region D,P007,147,150,0.21
2026-03-26,Region D,P008,136,139,0.0
2026-03-26,Region D,P009,132,137,0.91
2026-03-26,Region D,P010,128,131,0.62
2026-03-26,Region D,P011,150,155,0.0
2026-03-26,Region D,P012,149,151,0.0
2026-03-26,Region D,P013,152,155,0.73
2026-03-26,Region D,P014,79,84,0.97
2026-03-26,Region D,P015,115,122,1.41
2026-03-26,Region D,P016,95,100,1.31
2026-03-26,Region D,P017,136,138,0.15
2026-03-26,Region D,P018,109,114,0.43
2026-03-26,Region D,P019,141,143,0.61
2026-03-26,Region D,P020,93,95,0.95
2026-03-26,Region D,P021,127,130,0.5
2026-03-26,Region D,P022,78,83,1.91
2026-03-26,Region D,P023,118,120,0.42
2026-03-26,Region D,P024,103,110,1.96
2026-03-26,Region D,P025,144,148,0.99
2026-03-26,Region D,P026,86,88,0.0
2026-03-26,Region D,P027,153,159,0.18
2026-03-26,Region D,P028,138,143,0.0
2026-03-26,Region D,P029,141,149,0.85
2026-03-26,Region D,P030,130,137,0.34
2026-03-27,Region A,P001,107,112,1.38
2026-03-27,Region A,P002,110,115,0.96
2026-03-27,Region A,P003,95,97,1.21
2026-03-27,Region A,P004,125,129,1.68
2026-03-27,Region A,P005,114,116,0.99
2026-03-27,Region A,P006,78,83,0.97
2026-03-27,Region A,P007,103,109,1.3
2026-03-27,Region A,P008,143,150,1.62
2026-03-27,Region A,P009,123,131,1.52
2026-03-27,Region A,P010,87,92,0.93
2026-03-27,Region A,P011,151,153,0.0
2026-03-27,Region A,P012,135,138,0.63
2026-03-27,Region A,P013,129,135,0.18
2026-03-27,Region A,P014,126,128,0.52
2026-03-27,Region A,P015,129,136,0.88
2026-03-27,Region A,P016,109,111,0.72
2026-03-27,Region A,P017,116,122,0.0
2026-03-27,Region A,P018,151,158,1.81
2026-03-27,Region A,P019,125,132,1.05
2026-03-27,Region A,P020,89,92,0.24
2026-03-27,Region A,P021,107,111,0.0
2026-03-27,Region A,P022,138,144,0.52
2026-03-27,Region A,P023,145,149,0.11
2026-03-27,Region A,P024,131,140,1.82
2026-03-27,Region A,P025,112,116,1.28
2026-03-27,Region A,P026,86,89,0.7
2026-03-27,Region A,P027,120,124,1.19
2026-03-27,Region A,P028,121,128,1.43
2026-03-27,Region A,P029,108,111,0.0
2026-03-27,Region A,P030,152,156,0.97
2026-03-27,Region B,P001,143,150,1.52
2026-03-27,Region B,P002,109,114,0.79
2026-03-27,Region B,P003,136,139,0.55
2026-03-27,Region B,P004,100,105,1.05
2026-03-27,Region B,P005,120,122,0.49
2026-03-27,Region B,P006,99,102,1.03
2026-03-27,Region B,P007,96,102,1.13
2026-03-27,Region B,P008,143,150,0.6
2026-03-27,Region B,P009,144,150,0.8
2026-03-27,Region B,P010,130,134,1.39
2026-03-27,Region B,P011,111,114,0.67
2026-03-27,Region B,P012,93,97,0.57
2026-03-27,Region B,P013,84,90,0.98
2026-03-27,Region B,P014,80,82,1.66
2026-03-27,Region B,P015,86,89,0.7
2026-03-27,Region B,P016,119,125,1.07
2026-03-27,Region B,P017,106,110,1.05
2026-03-27,Region B,P018,132,136,1.19
2026-03-27,Region B,P019,151,155,0.72
2026-03-27,Region B,P020,143,151,1.59
2026-03-27,Region B,P021,122,128,1.13
2026-03-27,Region B,P022,125,133,1.47
2026-03-27,Region B,P023,118,125,1.41
2026-03-27,Region B,P024,135,143,0.91
2026-03-27,Region B,P025,119,125,0.74
2026-03-27,Region B,P026,97,102,0.0
2026-03-27,Region B,P027,95,101,1.43
2026-03-27,Region B,P028,104,110,2.28
2026-03-27,Region B,P029,141,148,1.63
2026-03-27,Region B,P030,106,113,2.29
2026-03-27,Region C,P001,91,94,0.25
2026-03-27,Region C,P002,136,139,0.41
2026-03-27,Region C,P003,89,91,0.09
2026-03-27,Region C,P004,118,123,0.88
2026-03-27,Region C,P005,136,144,1.25
2026-03-27,Region C,P006,144,148,0.63
2026-03-27,Region C,P007,114,119,0.9
2026-03-27,Region C,P008,115,122,1.21
2026-03-27,Region C,P009,118,124,0.75
2026-03-27,Region C,P010,141,150,2.14
2026-03-27,Region C,P011,121,127,0.8
2026-03-27,Region C,P012,139,146,0.42
2026-03-27,Region C,P013,114,119,0.69
2026-03-27,Region C,P014,145,151,0.58
2026-03-27,Region C,P015,133,139,1.03
2026-03-27,Region C,P016,77,80,0.05
2026-03-27,Region C,P017,143,150,0.97
2026-03-27,Region C,P018,132,137,0.56
2026-03-27,Region C,P019,124,126,0.0
2026-03-27,Region C,P020,129,134,0.14
2026-03-27,Region C,P021,94,100,1.75
2026-03-27,Region C,P022,95,98,0.84
2026-03-27,Region C,P023,134,140,1.2
2026-03-27,Region C,P024,127,133,1.77
2026-03-27,Region C,P025,88,93,1.36
2026-03-27,Region C,P026,85,87,1.0
2026-03-27,Region C,P027,148,152,0.09
2026-03-27,Region C,P028,130,136,0.0
2026-03-27,Region C,P029,135,141,1.09
2026-03-27,Region C,P030,136,144,1.68
2026-03-27,Region D,P001,116,123,1.0
2026-03-27,Region D,P002,143,152,1.22
2026-03-27,Region D,P003,137,144,2.15
2026-03-27,Region D,P004,142,151,1.83
2026-03-27,Region D,P005,147,156,1.31
2026-03-27,Region D,P006,151,156,0.24
2026-03-27,Region D,P007,123,131,1.55
2026-03-27,Region D,P008,132,141,1.93
2026-03-27,Region D,P009,125,127,1.27
2026-03-27,Region D,P010,87,93,1.35
2026-03-27,Region D,P011,99,102,0.15
2026-03-27,Region D,P012,76,80,0.91
2026-03-27,Region D,P013,140,145,0.72
2026-03-27,Region D,P014,87,90,1.28
2026-03-27,Region D,P015,107,114,0.78
2026-03-27,Region D,P016,113,117,0.98
2026-03-27,Region D,P017,122,130,1.47
2026-03-27,Region D,P018,79,84,0.8
2026-03-27,Region D,P019,146,151,0.0
2026-03-27,Region D,P020,132,141,0.05
2026-03-27,Region D,P021,126,129,0.0
2026-03-27,Region D,P022,99,104,0.85
2026-03-27,Region D,P023,115,120,1.76
2026-03-27,Region D,P024,81,84,0.95
2026-03-27,Region D,P025,149,157,1.37
2026-03-27,Region D,P026,114,118,1.25
2026-03-27,Region D,P027,121,124,1.23
2026-03-27,Region D,P028,133,140,2.0
2026-03-27,Region D,P029,113,115,0.0
2026-03-27,Region D,P030,84,86,0.68
2026-03-28,Region A,P001,142,146,0.56
2026-03-28,Region A,P002,132,135,1.39
2026-03-28,Region A,P003,105,108,1.22
2026-03-28,Region A,P004,136,143,0.89
2026-03-28,Region A,P005,91,93,0.95
2026-03-28,Region A,P006,124,127,0.65
2026-03-28,Region A,P007,134,140,0.25
2026-03-28,Region A,P008,125,132,0.94
2026-03-28,Region A,P009,126,133,0.57
2026-03-28,Region A,P010,105,108,0.69
2026-03-28,Region A,P011,108,111,0.4
2026-03-28,Region A,P012,143,145,0.83
2026-03-28,Region A,P013,99,102,0.63
2026-03-28,Region A,P014,105,107,0.11
2026-03-28,Region A,P015,145,150,0.0
2026-03-28,Region A,P016,119,123,0.35
2026-03-28,Region A,P017,87,92,1.12
