date,region,channel,customer_id,product_id,product_category,customer_segment,orders,units,revenue,price,discount
2026-03-23,Region A,Store,C00077,P020,Standard,Regular,1,1,133.0,133.0,0.071
2026-03-23,Region A,Store,C00077,P019,Standard,Regular,1,1,148.91,148.91,0.0851
2026-03-23,Region A,Store,C00077,P004,Premium,Regular,1,1,273.31,273.31,0.0845
2026-03-23,Region A,Online,C00077,P027,Value,Regular,1,1,48.22,48.22,0.0961
2026-03-23,Region A,Store,C00082,P022,Standard,Premium,1,1,105.93,105.93,0.0825
2026-03-23,Region A,Online,C00082,P030,Value,Premium,1,1,59.27,59.27,0.076
2026-03-23,Region A,Online,C00087,P025,Value,Budget,1,1,63.17,63.17,0.0835
2026-03-23,Region A,Store,C00087,P017,Standard,Budget,1,1,124.49,124.49,0.081
2026-03-23,Region A,Online,C00087,P020,Standard,Budget,1,1,129.24,129.24,0.0973
2026-03-23,Region A,Online,C00093,P017,Standard,Regular,1,1,123.6,123.6,0.0875
2026-03-23,Region A,Online,C00093,P029,Value,Regular,1,3,106.67,35.56,0.0571
2026-03-23,Region A,Online,C00093,P006,Premium,Regular,1,1,315.65,315.65,0.0874
2026-03-23,Region A,Online,C00096,P018,Standard,Budget,1,1,81.46,81.46,0.0569
2026-03-23,Region A,Online,C00104,P029,Value,Regular,1,2,67.95,33.98,0.099
2026-03-23,Region A,Store,C00105,P024,Value,Regular,1,1,69.25,69.25,0.0725
2026-03-23,Region A,Store,C00115,P014,Standard,Budget,1,1,153.2,153.2,0.056
2026-03-23,Region A,Store,C00116,P006,Premium,Premium,1,1,316.58,316.58,0.0847
2026-03-23,Region A,Online,C00124,P029,Value,Regular,1,1,35.7,35.7,0.0533
2026-03-23,Region A,Store,C00141,P006,Premium,Budget,1,1,321.98,321.98,0.0691
2026-03-23,Region A,Online,C00151,P018,Standard,Regular,1,1,77.96,77.96,0.0974
2026-03-23,Region A,Store,C00151,P026,Value,Regular,1,1,36.4,36.4,0.0837
2026-03-23,Region A,Online,C00151,P012,Standard,Regular,1,2,327.34,163.67,0.0522
2026-03-23,Region A,Online,C00156,P030,Value,Premium,1,1,58.3,58.3,0.0912
2026-03-23,Region A,Store,C00156,P001,Premium,Premium,1,1,284.41,284.41,0.0872
2026-03-23,Region A,Online,C00156,P024,Value,Premium,1,1,68.4,68.4,0.0838
2026-03-23,Region A,Store,C00178,P021,Standard,Budget,1,1,146.24,146.24,0.0614
2026-03-23,Region A,Store,C00178,P012,Standard,Budget,1,1,157.71,157.71,0.0867
2026-03-23,Region A,Online,C00179,P008,Premium,Budget,1,1,296.04,296.04,0.0561
2026-03-23,Region A,Online,C00179,P004,Premium,Budget,1,2,550.77,275.38,0.0776
2026-03-23,Region A,Online,C00184,P020,Standard,Regular,1,2,268.79,134.4,0.0613
2026-03-23,Region A,Store,C00191,P002,Premium,Regular,1,1,236.04,236.04,0.0729
2026-03-23,Region A,Online,C00202,P025,Value,Regular,1,3,195.92,65.31,0.0525
2026-03-23,Region A,Online,C00202,P019,Standard,Regular,1,2,294.19,147.1,0.0962
2026-03-23,Region A,Store,C00202,P029,Value,Regular,1,1,34.96,34.96,0.0728
2026-03-23,Region A,Store,C00216,P001,Premium,Regular,1,1,294.93,294.93,0.0534
2026-03-23,Region A,Store,C00216,P024,Value,Regular,1,1,69.81,69.81,0.065
2026-03-23,Region A,Online,C00236,P030,Value,Regular,1,2,121.24,60.62,0.055
2026-03-23,Region A,Online,C00253,P005,Premium,Premium,1,1,182.64,182.64,0.0682
2026-03-23,Region A,Online,C00253,P016,Standard,Premium,1,3,291.43,97.14,0.0543
2026-03-23,Region A,Online,C00257,P020,Standard,Premium,1,1,131.84,131.84,0.0791
2026-03-23,Region A,Store,C00268,P022,Standard,Budget,1,1,104.22,104.22,0.0973
2026-03-23,Region A,Online,C00279,P007,Premium,Regular,1,2,559.81,279.9,0.0953
2026-03-23,Region A,Online,C00279,P015,Standard,Regular,1,1,115.65,115.65,0.0699
2026-03-23,Region A,Online,C00284,P024,Value,Premium,1,1,70.19,70.19,0.0599
2026-03-23,Region A,Store,C00292,P006,Premium,Budget,1,1,319.06,319.06,0.0775
2026-03-23,Region A,Store,C00292,P030,Value,Budget,1,1,60.92,60.92,0.0504
2026-03-23,Region A,Store,C00300,P012,Standard,Regular,1,1,158.25,158.25,0.0835
2026-03-23,Region A,Online,C00304,P029,Value,Regular,1,1,34.48,34.48,0.0857
2026-03-23,Region A,Store,C00304,P011,Standard,Regular,1,1,108.7,108.7,0.0715
2026-03-23,Region A,Online,C00307,P011,Standard,Regular,1,1,110.61,110.61,0.0553
2026-03-23,Region A,Store,C00315,P013,Standard,Budget,1,1,134.01,134.01,0.0719
2026-03-23,Region A,Online,C00315,P012,Standard,Budget,1,1,159.75,159.75,0.0749
2026-03-23,Region A,Store,C00316,P008,Premium,Regular,1,2,571.27,285.64,0.0893
2026-03-23,Region A,Store,C00320,P019,Standard,Premium,1,1,152.93,152.93,0.0604
2026-03-23,Region A,Online,C00339,P011,Standard,Premium,1,1,106.94,106.94,0.0866
2026-03-23,Region A,Online,C00341,P020,Standard,Budget,1,1,131.01,131.01,0.0849
2026-03-23,Region A,Online,C00341,P018,Standard,Budget,1,1,80.86,80.86,0.0639
2026-03-23,Region A,Store,C00344,P027,Value,Regular,1,1,49.45,49.45,0.073
2026-03-23,Region A,Online,C00348,P020,Standard,Premium,1,1,133.85,133.85,0.0651
2026-03-23,Region A,Store,C00348,P026,Value,Premium,1,2,73.53,36.77,0.0746
2026-03-23,Region A,Store,C00368,P011,Standard,Regular,1,1,106.41,106.41,0.0911
2026-03-23,Region A,Store,C00368,P020,Standard,Regular,1,2,264.71,132.35,0.0755
2026-03-23,Region A,Online,C00372,P019,Standard,Regular,1,1,152.21,152.21,0.0648
2026-03-23,Region A,Online,C00392,P020,Standard,Regular,1,2,268.21,134.1,0.0633
2026-03-23,Region A,Online,C00403,P005,Premium,Regular,1,1,181.81,181.81,0.0724
2026-03-23,Region A,Online,C00427,P016,Standard,Regular,1,1,96.63,96.63,0.0593
2026-03-23,Region A,Online,C00432,P004,Premium,Regular,1,1,272.34,272.34,0.0878
2026-03-23,Region A,Store,C00432,P003,Premium,Regular,1,1,293.82,293.82,0.0986
2026-03-23,Region A,Store,C00433,P023,Value,Premium,1,1,71.47,71.47,0.0899
2026-03-23,Region A,Store,C00433,P020,Standard,Premium,1,1,129.45,129.45,0.0959
2026-03-23,Region A,Online,C00434,P021,Standard,Premium,1,1,143.12,143.12,0.0814
2026-03-23,Region A,Online,C00435,P019,Standard,Regular,1,1,148.99,148.99,0.0846
2026-03-23,Region A,Online,C00441,P016,Standard,Regular,1,2,187.74,93.87,0.0861
2026-03-23,Region A,Online,C00441,P007,Premium,Regular,1,1,280.56,280.56,0.0932
2026-03-23,Region A,Store,C00442,P022,Standard,Regular,1,1,106.33,106.33,0.079
2026-03-23,Region A,Online,C00443,P029,Value,Regular,1,2,70.18,35.09,0.0694
2026-03-23,Region A,Store,C00443,P006,Premium,Regular,1,1,313.94,313.94,0.0923
2026-03-23,Region A,Online,C00445,P018,Standard,Regular,1,1,80.39,80.39,0.0694
2026-03-23,Region A,Online,C00451,P029,Value,Regular,1,1,35.18,35.18,0.0671
2026-03-23,Region A,Online,C00468,P027,Value,Premium,1,3,146.68,48.89,0.0834
2026-03-23,Region A,Online,C00471,P019,Standard,Regular,1,2,295.46,147.73,0.0923
2026-03-23,Region A,Store,C00472,P018,Standard,Regular,1,1,78.96,78.96,0.0859
2026-03-23,Region A,Online,C00491,P017,Standard,Premium,1,1,126.68,126.68,0.0648
2026-03-23,Region A,Online,C00497,P025,Value,Premium,1,1,65.09,65.09,0.0556
2026-03-23,Region A,Store,C00502,P016,Standard,Regular,1,3,280.38,93.46,0.0901
2026-03-23,Region A,Store,C00504,P025,Value,Regular,1,2,126.24,63.12,0.0842
2026-03-23,Region A,Store,C00509,P010,Premium,Regular,1,1,239.46,239.46,0.0667
2026-03-23,Region A,Online,C00509,P018,Standard,Regular,1,1,80.93,80.93,0.0631
2026-03-23,Region A,Online,C00523,P021,Standard,Regular,1,1,143.14,143.14,0.0813
2026-03-23,Region A,Store,C00526,P027,Value,Regular,1,1,49.81,49.81,0.0662
2026-03-23,Region A,Store,C00531,P013,Standard,Premium,1,1,130.73,130.73,0.0946
2026-03-23,Region A,Online,C00533,P019,Standard,Budget,1,1,148.98,148.98,0.0847
2026-03-23,Region A,Online,C00541,P025,Value,Premium,1,2,130.14,65.07,0.0558
2026-03-23,Region A,Online,C00545,P026,Value,Regular,1,1,37.66,37.66,0.0521
2026-03-23,Region A,Online,C00546,P017,Standard,Premium,1,2,247.41,123.71,0.0868
2026-03-23,Region A,Online,C00546,P021,Standard,Premium,1,1,144.91,144.91,0.0699
2026-03-23,Region A,Store,C00548,P016,Standard,Premium,1,1,96.44,96.44,0.0611
2026-03-23,Region A,Online,C00549,P016,Standard,Budget,1,1,92.9,92.9,0.0956
2026-03-23,Region A,Online,C00550,P021,Standard,Regular,1,3,441.24,147.08,0.056
2026-03-23,Region A,Store,C00568,P002,Premium,Regular,1,1,240.4,240.4,0.0558
2026-03-23,Region A,Online,C00573,P013,Standard,Premium,1,2,259.97,129.99,0.0997
2026-03-23,Region A,Online,C00576,P015,Standard,Premium,1,2,230.02,115.01,0.075
2026-03-23,Region A,Online,C00576,P008,Premium,Premium,1,1,296.38,296.38,0.055
2026-03-23,Region A,Store,C00576,P018,Standard,Premium,1,1,80.7,80.7,0.0658
2026-03-23,Region A,Store,C00580,P028,Value,Regular,1,3,87.76,29.25,0.0913
2026-03-23,Region A,Store,C00585,P026,Value,Regular,1,2,73.11,36.55,0.0799
2026-03-23,Region A,Store,C00585,P015,Standard,Regular,1,1,117.45,117.45,0.0554
2026-03-23,Region A,Online,C00586,P017,Standard,Regular,1,1,126.39,126.39,0.067
2026-03-23,Region A,Store,C00588,P022,Standard,Budget,1,1,108.17,108.17,0.0631
2026-03-23,Region A,Store,C00592,P012,Standard,Premium,1,1,156.51,156.51,0.0936
2026-03-23,Region A,Store,C00607,P021,Standard,Premium,1,1,147.31,147.31,0.0546
2026-03-23,Region A,Online,C00620,P025,Value,Regular,1,1,62.51,62.51,0.0929
2026-03-23,Region A,Online,C00639,P016,Standard,Premium,1,1,94.08,94.08,0.0841
2026-03-23,Region A,Store,C00639,P014,Standard,Premium,1,1,146.14,146.14,0.0994
2026-03-23,Region A,Store,C00639,P029,Value,Premium,1,1,34.89,34.89,0.0748
2026-03-23,Region A,Online,C00640,P018,Standard,Budget,1,1,78.02,78.02,0.0968
2026-03-23,Region A,Online,C00640,P024,Value,Budget,1,1,69.07,69.07,0.0748
2026-03-23,Region A,Store,C00645,P021,Standard,Regular,1,2,282.4,141.2,0.0938
2026-03-23,Region A,Online,C00650,P017,Standard,Regular,1,1,122.39,122.39,0.0965
2026-03-23,Region A,Online,C00658,P023,Value,Regular,1,1,71.73,71.73,0.0865
2026-03-23,Region A,Store,C00678,P010,Premium,Premium,1,1,241.5,241.5,0.0587
2026-03-23,Region A,Store,C00684,P022,Standard,Regular,1,2,212.33,106.17,0.0804
2026-03-23,Region A,Online,C00685,P008,Premium,Budget,1,1,294.17,294.17,0.0621
2026-03-23,Region A,Store,C00694,P030,Value,Budget,1,3,176.1,58.7,0.085
2026-03-23,Region A,Store,C00703,P008,Premium,Budget,1,1,283.76,283.76,0.0952
2026-03-23,Region A,Online,C00706,P007,Premium,Regular,1,1,278.68,278.68,0.0993
2026-03-23,Region A,Store,C00710,P021,Standard,Regular,1,1,142.0,142.0,0.0886
2026-03-23,Region A,Store,C00718,P020,Standard,Premium,1,1,131.79,131.79,0.0795
2026-03-23,Region A,Store,C00724,P025,Value,Premium,1,1,63.51,63.51,0.0784
2026-03-23,Region A,Online,C00725,P017,Standard,Premium,1,1,122.97,122.97,0.0922
2026-03-23,Region A,Online,C00727,P028,Value,Budget,1,1,29.57,29.57,0.0813
2026-03-23,Region A,Store,C00739,P014,Standard,Regular,1,1,148.53,148.53,0.0847
2026-03-23,Region A,Store,C00740,P027,Value,Regular,1,1,49.27,49.27,0.0762
2026-03-23,Region A,Online,C00743,P013,Standard,Budget,1,1,135.3,135.3,0.0629
2026-03-23,Region A,Online,C00750,P009,Premium,Regular,1,1,187.79,187.79,0.0693
2026-03-23,Region A,Online,C00750,P012,Standard,Regular,1,1,156.39,156.39,0.0943
2026-03-23,Region A,Online,C00750,P027,Value,Regular,1,1,49.08,49.08,0.0799
2026-03-23,Region A,Store,C00761,P014,Standard,Regular,1,2,293.12,146.56,0.0969
2026-03-23,Region A,Online,C00766,P008,Premium,Regular,1,1,287.23,287.23,0.0842
2026-03-23,Region A,Store,C00768,P022,Standard,Premium,1,1,106.8,106.8,0.075
2026-03-23,Region A,Online,C00776,P019,Standard,Budget,1,1,150.47,150.47,0.0755
2026-03-23,Region A,Store,C00779,P017,Standard,Regular,1,1,126.76,126.76,0.0642
2026-03-23,Region A,Store,C00779,P021,Standard,Regular,1,1,145.55,145.55,0.0658
2026-03-23,Region A,Online,C00788,P017,Standard,Budget,1,1,125.3,125.3,0.075
2026-03-23,Region A,Online,C00788,P023,Value,Budget,1,1,73.23,73.23,0.0675
2026-03-23,Region A,Online,C00789,P004,Premium,Regular,1,1,281.72,281.72,0.0564
2026-03-23,Region A,Store,C00789,P015,Standard,Regular,1,1,113.7,113.7,0.0856
2026-03-23,Region A,Online,C00790,P017,Standard,Regular,1,1,126.47,126.47,0.0664
2026-03-23,Region A,Store,C00791,P026,Value,Regular,1,2,72.24,36.12,0.0909
2026-03-23,Region A,Online,C00794,P012,Standard,Premium,1,1,159.66,159.66,0.0754
2026-03-23,Region A,Store,C00796,P010,Premium,Regular,1,1,242.36,242.36,0.0554
2026-03-23,Region A,Store,C00796,P020,Standard,Regular,1,1,135.72,135.72,0.052
2026-03-23,Region A,Store,C00796,P015,Standard,Regular,1,1,112.13,112.13,0.0982
2026-03-23,Region A,Online,C00799,P011,Standard,Regular,1,2,211.9,105.95,0.0951
2026-03-23,Region A,Online,C00802,P011,Standard,Premium,1,1,107.34,107.34,0.0832
2026-03-23,Region A,Online,C00806,P022,Standard,Premium,1,1,105.91,105.91,0.0826
2026-03-23,Region A,Online,C00815,P016,Standard,Premium,1,1,95.28,95.28,0.0724
2026-03-23,Region A,Online,C00817,P024,Value,Premium,1,1,68.83,68.83,0.078
2026-03-23,Region A,Store,C00845,P014,Standard,Premium,1,2,301.01,150.5,0.0726
2026-03-23,Region A,Online,C00845,P026,Value,Premium,1,1,37.02,37.02,0.0682
2026-03-23,Region A,Store,C00845,P030,Value,Premium,1,1,57.82,57.82,0.0987
2026-03-23,Region A,Store,C00857,P011,Standard,Premium,1,1,108.77,108.77,0.0709
2026-03-23,Region A,Online,C00858,P025,Value,Regular,1,1,64.54,64.54,0.0636
2026-03-23,Region A,Online,C00859,P003,Premium,Premium,1,1,295.95,295.95,0.0921
2026-03-23,Region A,Store,C00859,P012,Standard,Premium,1,2,322.75,161.37,0.0655
2026-03-23,Region A,Online,C00876,P020,Standard,Regular,1,1,131.16,131.16,0.0839
2026-03-23,Region A,Online,C00877,P019,Standard,Budget,1,1,150.29,150.29,0.0766
2026-03-23,Region A,Store,C00877,P022,Standard,Budget,1,1,106.71,106.71,0.0757
2026-03-23,Region A,Store,C00877,P022,Standard,Budget,1,1,106.78,106.78,0.0751
2026-03-23,Region A,Online,C00877,P024,Value,Budget,1,2,137.44,68.72,0.0795
2026-03-23,Region A,Online,C00892,P021,Standard,Premium,1,1,141.01,141.01,0.095
2026-03-23,Region A,Online,C00894,P023,Value,Premium,1,3,213.52,71.17,0.0937
2026-03-23,Region A,Online,C00894,P030,Value,Premium,1,1,59.99,59.99,0.0649
2026-03-23,Region A,Store,C00905,P014,Standard,Regular,1,1,153.37,153.37,0.0549
2026-03-23,Region A,Store,C00910,P026,Value,Budget,1,1,36.96,36.96,0.0697
2026-03-23,Region A,Online,C00912,P030,Value,Budget,1,2,120.56,60.28,0.0603
2026-03-23,Region A,Store,C00925,P018,Standard,Regular,1,1,80.49,80.49,0.0681
2026-03-23,Region A,Online,C00925,P022,Standard,Regular,1,1,105.68,105.68,0.0846
2026-03-23,Region A,Online,C00930,P028,Value,Regular,1,1,30.32,30.32,0.058
2026-03-23,Region A,Online,C00946,P022,Standard,Regular,1,2,217.78,108.89,0.0568
2026-03-23,Region A,Online,C00949,P024,Value,Budget,1,1,68.82,68.82,0.0782
2026-03-23,Region A,Store,C00949,P018,Standard,Budget,1,1,78.1,78.1,0.0959
2026-03-23,Region A,Online,C00949,P015,Standard,Budget,1,1,115.07,115.07,0.0746
2026-03-23,Region A,Online,C00950,P022,Standard,Regular,1,3,324.09,108.03,0.0643
2026-03-23,Region A,Store,C00955,P021,Standard,Regular,1,3,429.83,143.28,0.0804
2026-03-23,Region A,Store,C00960,P022,Standard,Premium,1,1,104.27,104.27,0.0968
2026-03-23,Region A,Online,C00972,P001,Premium,Regular,1,1,285.7,285.7,0.083
2026-03-23,Region A,Store,C00976,P004,Premium,Budget,1,2,547.59,273.79,0.0829
2026-03-23,Region A,Store,C00981,P030,Value,Regular,1,1,58.8,58.8,0.0834
2026-03-23,Region A,Store,C00981,P018,Standard,Regular,1,2,163.06,81.53,0.0561
2026-03-23,Region A,Online,C00982,P014,Standard,Regular,1,1,146.83,146.83,0.0952
2026-03-23,Region A,Online,C00993,P023,Value,Premium,1,1,71.66,71.66,0.0874
2026-03-23,Region B,Online,C01003,P019,Standard,Regular,1,2,303.7,151.85,0.067
2026-03-23,Region B,Online,C01003,P021,Standard,Regular,1,1,142.93,142.93,0.0827
2026-03-23,Region B,Store,C01011,P012,Standard,Regular,1,2,318.65,159.33,0.0773
2026-03-23,Region B,Store,C01013,P028,Value,Regular,1,1,30.41,30.41,0.0553
2026-03-23,Region B,Store,C01016,P015,Standard,Regular,1,1,116.95,116.95,0.0594
2026-03-23,Region B,Store,C01020,P011,Standard,Budget,1,1,108.22,108.22,0.0757
2026-03-23,Region B,Store,C01020,P021,Standard,Budget,1,1,142.98,142.98,0.0824
2026-03-23,Region B,Online,C01025,P016,Standard,Premium,1,1,95.33,95.33,0.0719
2026-03-23,Region B,Store,C01027,P007,Premium,Regular,1,1,291.57,291.57,0.0576
2026-03-23,Region B,Online,C01048,P023,Value,Premium,1,2,145.75,72.87,0.072
2026-03-23,Region B,Store,C01050,P013,Standard,Regular,1,1,132.87,132.87,0.0798
2026-03-23,Region B,Store,C01054,P012,Standard,Regular,1,3,487.66,162.55,0.0586
2026-03-23,Region B,Online,C01060,P016,Standard,Premium,1,1,92.6,92.6,0.0986
2026-03-23,Region B,Store,C01064,P016,Standard,Regular,1,2,186.42,93.21,0.0926
2026-03-23,Region B,Store,C01087,P010,Premium,Premium,1,1,231.62,231.62,0.0972
2026-03-23,Region B,Store,C01089,P005,Premium,Budget,1,2,355.78,177.89,0.0924
2026-03-23,Region B,Online,C01092,P020,Standard,Regular,1,1,132.2,132.2,0.0766
2026-03-23,Region B,Online,C01105,P013,Standard,Regular,1,1,132.96,132.96,0.0791
2026-03-23,Region B,Online,C01107,P020,Standard,Regular,1,1,131.04,131.04,0.0847
2026-03-23,Region B,Online,C01107,P012,Standard,Regular,1,1,158.35,158.35,0.083
2026-03-23,Region B,Store,C01107,P015,Standard,Regular,1,1,117.19,117.19,0.0575
2026-03-23,Region B,Online,C01113,P027,Value,Budget,1,3,150.58,50.19,0.059
2026-03-23,Region B,Online,C01121,P016,Standard,Budget,1,1,93.33,93.33,0.0915
2026-03-23,Region B,Online,C01132,P005,Premium,Budget,1,1,183.89,183.89,0.0618
2026-03-23,Region B,Store,C01136,P018,Standard,Regular,1,1,78.8,78.8,0.0877
2026-03-23,Region B,Online,C01146,P020,Standard,Regular,1,1,135.82,135.82,0.0513
2026-03-23,Region B,Store,C01146,P014,Standard,Regular,1,3,441.01,147.0,0.0941
2026-03-23,Region B,Store,C01146,P027,Value,Regular,1,1,49.59,49.59,0.0704
2026-03-23,Region B,Online,C01156,P015,Standard,Premium,1,1,112.67,112.67,0.0938
2026-03-23,Region B,Online,C01156,P029,Value,Premium,1,1,34.05,34.05,0.097
2026-03-23,Region B,Store,C01157,P023,Value,Premium,1,2,143.93,71.96,0.0836
2026-03-23,Region B,Store,C01162,P011,Standard,Regular,1,1,106.34,106.34,0.0917
2026-03-23,Region B,Online,C01163,P019,Standard,Budget,1,1,154.06,154.06,0.0534
2026-03-23,Region B,Store,C01163,P021,Standard,Budget,1,2,294.27,147.13,0.0557
2026-03-23,Region B,Store,C01163,P027,Value,Budget,1,1,49.86,49.86,0.0653
2026-03-23,Region B,Store,C01175,P020,Standard,Regular,1,3,386.69,128.9,0.0997
2026-03-23,Region B,Online,C01176,P016,Standard,Regular,1,1,93.72,93.72,0.0876
2026-03-23,Region B,Online,C01178,P013,Standard,Regular,1,2,261.29,130.64,0.0952
2026-03-23,Region B,Online,C01183,P017,Standard,Regular,1,1,127.1,127.1,0.0617
2026-03-23,Region B,Online,C01189,P028,Value,Regular,1,1,29.8,29.8,0.0743
2026-03-23,Region B,Online,C01198,P002,Premium,Regular,1,1,232.51,232.51,0.0868
2026-03-23,Region B,Online,C01200,P015,Standard,Regular,1,1,116.2,116.2,0.0655
2026-03-23,Region B,Store,C01205,P002,Premium,Premium,1,1,234.05,234.05,0.0808
2026-03-23,Region B,Online,C01212,P022,Standard,Regular,1,2,218.33,109.16,0.0545
2026-03-23,Region B,Online,C01213,P025,Value,Regular,1,1,64.85,64.85,0.059
2026-03-23,Region B,Store,C01214,P004,Premium,Regular,1,1,279.33,279.33,0.0644
2026-03-23,Region B,Online,C01219,P018,Standard,Regular,1,1,78.18,78.18,0.0949
2026-03-23,Region B,Online,C01223,P020,Standard,Regular,1,2,270.97,135.48,0.0537
2026-03-23,Region B,Store,C01226,P029,Value,Regular,1,1,34.63,34.63,0.0817
2026-03-23,Region B,Store,C01226,P012,Standard,Regular,1,1,158.7,158.7,0.081
2026-03-23,Region B,Online,C01235,P022,Standard,Regular,1,1,107.77,107.77,0.0665
2026-03-23,Region B,Online,C01235,P013,Standard,Regular,1,2,266.84,133.42,0.076
2026-03-23,Region B,Store,C01239,P021,Standard,Premium,1,2,280.76,140.38,0.099
2026-03-23,Region B,Store,C01243,P014,Standard,Premium,1,1,153.4,153.4,0.0547
2026-03-23,Region B,Online,C01243,P009,Premium,Premium,1,2,382.72,191.36,0.0516
2026-03-23,Region B,Online,C01245,P014,Standard,Regular,1,1,149.23,149.23,0.0804
2026-03-23,Region B,Online,C01252,P024,Value,Premium,1,1,68.98,68.98,0.0761
2026-03-23,Region B,Store,C01258,P013,Standard,Regular,1,1,130.84,130.84,0.0938
2026-03-23,Region B,Online,C01258,P024,Value,Regular,1,1,69.11,69.11,0.0743
2026-03-23,Region B,Store,C01258,P029,Value,Regular,1,1,34.12,34.12,0.0951
2026-03-23,Region B,Store,C01264,P027,Value,Premium,1,1,49.48,49.48,0.0724
2026-03-23,Region B,Online,C01271,P014,Standard,Premium,1,1,146.58,146.58,0.0968
2026-03-23,Region B,Store,C01280,P011,Standard,Budget,1,1,105.9,105.9,0.0955
2026-03-23,Region B,Store,C01280,P024,Value,Budget,1,2,134.43,67.22,0.0997
2026-03-23,Region B,Online,C01285,P010,Premium,Regular,1,1,235.94,235.94,0.0804
2026-03-23,Region B,Store,C01300,P029,Value,Regular,1,1,33.94,33.94,0.1
2026-03-23,Region B,Online,C01302,P030,Value,Budget,1,1,58.12,58.12,0.0941
2026-03-23,Region B,Online,C01304,P008,Premium,Budget,1,1,290.72,290.72,0.0731
2026-03-23,Region B,Online,C01309,P020,Standard,Regular,1,1,130.62,130.62,0.0877
2026-03-23,Region B,Online,C01317,P014,Standard,Premium,1,1,149.75,149.75,0.0772
2026-03-23,Region B,Store,C01322,P019,Standard,Premium,1,3,451.74,150.58,0.0748
2026-03-23,Region B,Store,C01339,P014,Standard,Premium,1,1,148.94,148.94,0.0822
2026-03-23,Region B,Store,C01341,P019,Standard,Regular,1,1,151.35,151.35,0.0701
2026-03-23,Region B,Store,C01341,P029,Value,Regular,1,1,35.3,35.3,0.0639
2026-03-23,Region B,Store,C01342,P020,Standard,Regular,1,1,133.39,133.39,0.0683
2026-03-23,Region B,Online,C01349,P027,Value,Regular,1,1,49.0,49.0,0.0814
2026-03-23,Region B,Store,C01361,P030,Value,Budget,1,2,116.39,58.2,0.0928
2026-03-23,Region B,Online,C01362,P018,Standard,Regular,1,1,79.01,79.01,0.0853
2026-03-23,Region B,Online,C01362,P030,Value,Regular,1,1,60.62,60.62,0.0551
2026-03-23,Region B,Store,C01373,P012,Standard,Regular,1,1,163.94,163.94,0.0506
2026-03-23,Region B,Store,C01385,P002,Premium,Regular,1,2,479.14,239.57,0.0591
2026-03-23,Region B,Store,C01399,P018,Standard,Regular,1,2,163.73,81.87,0.0522
2026-03-23,Region B,Store,C01405,P026,Value,Regular,1,1,36.84,36.84,0.0727
2026-03-23,Region B,Online,C01412,P010,Premium,Budget,1,2,470.27,235.13,0.0835
2026-03-23,Region B,Store,C01425,P012,Standard,Budget,1,1,160.55,160.55,0.0703
2026-03-23,Region B,Online,C01430,P011,Standard,Regular,1,1,107.0,107.0,0.0861
2026-03-23,Region B,Online,C01430,P022,Standard,Regular,1,1,105.58,105.58,0.0855
2026-03-23,Region B,Store,C01437,P024,Value,Regular,1,1,68.57,68.57,0.0816
2026-03-23,Region B,Online,C01440,P017,Standard,Budget,1,1,122.27,122.27,0.0973
2026-03-23,Region B,Store,C01456,P014,Standard,Regular,1,1,151.19,151.19,0.0684
2026-03-23,Region B,Online,C01457,P010,Premium,Budget,1,2,478.38,239.19,0.0677
2026-03-23,Region B,Online,C01459,P029,Value,Budget,1,1,34.27,34.27,0.0913
2026-03-23,Region B,Store,C01463,P012,Standard,Premium,1,1,160.45,160.45,0.0709
2026-03-23,Region B,Store,C01463,P028,Value,Premium,1,1,29.57,29.57,0.0815
2026-03-23,Region B,Online,C01463,P013,Standard,Premium,1,1,134.03,134.03,0.0718
2026-03-23,Region B,Online,C01472,P007,Premium,Regular,1,1,288.08,288.08,0.0689
2026-03-23,Region B,Online,C01472,P015,Standard,Regular,1,1,112.87,112.87,0.0922
2026-03-23,Region B,Store,C01472,P024,Value,Regular,1,1,70.86,70.86,0.0509
2026-03-23,Region B,Online,C01474,P015,Standard,Regular,1,1,115.05,115.05,0.0747
2026-03-23,Region B,Store,C01474,P024,Value,Regular,1,2,134.49,67.24,0.0993
2026-03-23,Region B,Online,C01481,P018,Standard,Regular,1,2,162.13,81.06,0.0616
2026-03-23,Region B,Store,C01481,P019,Standard,Regular,1,1,152.67,152.67,0.062
2026-03-23,Region B,Store,C01481,P011,Standard,Regular,1,1,107.47,107.47,0.0821
2026-03-23,Region B,Store,C01484,P020,Standard,Regular,1,1,130.93,130.93,0.0855
2026-03-23,Region B,Store,C01490,P021,Standard,Regular,1,1,147.32,147.32,0.0545
2026-03-23,Region B,Online,C01491,P023,Value,Premium,1,1,73.63,73.63,0.0624
2026-03-23,Region B,Store,C01492,P025,Value,Regular,1,1,62.32,62.32,0.0958
2026-03-23,Region B,Store,C01492,P007,Premium,Regular,1,1,286.7,286.7,0.0734
2026-03-23,Region B,Store,C01492,P016,Standard,Regular,1,2,192.11,96.05,0.0649
2026-03-23,Region B,Online,C01492,P012,Standard,Regular,1,1,160.99,160.99,0.0677
2026-03-23,Region B,Online,C01492,P028,Value,Regular,1,1,29.4,29.4,0.0867
2026-03-23,Region B,Online,C01492,P025,Value,Regular,1,1,65.44,65.44,0.0505
2026-03-23,Region B,Online,C01503,P011,Standard,Regular,1,1,105.37,105.37,0.1
2026-03-23,Region B,Store,C01509,P025,Value,Regular,1,3,195.07,65.02,0.0565
